Packet Number,Reserved,CWR,ECE
1663,0,False,False
1664,0,False,False
1665,0,False,False
1666,0,False,False
1667,0,False,False
1668,0,False,False
1669,0,False,False
1670,0,False,False
1671,0,False,False
1672,0,False,False
1673,0,False,False
1674,0,False,False
1675,0,False,False
1676,0,False,False
1677,0,False,False
1678,0,False,False
1679,0,False,False
1680,0,False,False
1681,0,False,False
1682,0,False,False
1683,0,False,False
1684,0,False,False
1687,0,False,False
1688,0,False,False
1689,0,False,False
1690,0,False,False
1691,0,False,False
1692,0,False,False
1693,0,False,False
1694,0,False,False
1695,0,False,False
1696,0,False,False
1697,0,False,False
1698,0,False,False
1699,0,False,False
1700,0,False,False
1701,0,False,False
1702,0,False,False
1703,0,False,False
1704,0,False,False
1705,0,False,False
1706,0,False,False
1707,0,False,False
1708,0,False,False
1709,0,False,False
1710,0,False,False
1711,0,False,False
1712,0,False,False
1713,0,False,False
1714,0,False,False
1715,0,False,False
1716,0,False,False
1717,0,False,False
1718,0,False,False
1719,0,False,False
1720,0,False,False
1721,0,False,False
1722,0,False,False
1723,0,False,False
1724,0,False,False
1725,0,False,False
1726,0,False,False
1727,0,False,False
1728,0,False,False
1729,0,False,False
1730,0,False,False
1731,0,False,False
1732,0,False,False
1733,0,False,False
1734,0,False,False
1735,0,False,False
1736,0,False,False
1737,0,False,False
1738,0,False,False
1739,0,False,False
1740,0,False,False
1741,0,False,False
1742,0,False,False
1743,0,False,False
1744,0,False,False
1745,0,False,False
1746,0,False,False
1747,0,False,False
1748,0,False,False
1749,0,False,False
1750,0,False,False
1751,0,False,False
1752,0,False,False
1753,0,False,False
1754,0,False,False
1755,0,False,False
1756,0,False,False
1757,0,False,False
1758,0,False,False
1759,0,False,False
1760,0,False,False
1761,0,False,False
1762,0,False,False
1763,0,False,False
1764,0,False,False
1765,0,False,False
1766,0,False,False
1767,0,False,False
1768,0,False,False
1769,0,False,False
1770,0,False,False
1771,0,False,False
1772,0,False,False
1773,0,False,False
1774,0,False,False
1775,0,False,False
1776,0,False,False
1777,0,False,False
1778,0,False,False
1779,0,False,False
1780,0,False,False
1781,0,False,False
1782,0,False,False
1783,0,False,False
1784,0,False,False
1785,0,False,False
1786,0,False,False
1787,0,False,False
1788,0,False,False
1789,0,False,False
1790,0,False,False
1791,0,False,False
1792,0,False,False
1793,0,False,False
1794,0,False,False
1795,0,False,False
1796,0,False,False
1797,0,False,False
1798,0,False,False
1799,0,False,False
1800,0,False,False
1801,0,False,False
1802,0,False,False
1803,0,False,False
1804,0,False,False
1805,0,False,False
1806,0,False,False
1807,0,False,False
1808,0,False,False
1809,0,False,False
1810,0,False,False
1811,0,False,False
1812,0,False,False
1813,0,False,False
1814,0,False,False
1815,0,False,False
1816,0,False,False
1817,0,False,False
1818,0,False,False
1819,0,False,False
1820,0,False,False
1821,0,False,False
1822,0,False,False
1823,0,False,False
1824,0,False,False
1825,0,False,False
1826,0,False,False
1827,0,False,False
1828,0,False,False
1829,0,False,False
1830,0,False,False
1831,0,False,False
1832,0,False,False
1833,0,False,False
1834,0,False,False
1835,0,False,False
1836,0,False,False
1837,0,False,False
1838,0,False,False
1839,0,False,False
1840,0,False,False
1841,0,False,False
1842,0,False,False
1843,0,False,False
1844,0,False,False
1845,0,False,False
1846,0,False,False
1847,0,False,False
1848,0,False,False
